bin	Depth HFD_AL_4_02_25	Depth HFD_AL_4_03_11	Depth HFD_AL_6_05_12	Depth HFD_AL_6_05_22	Depth HFD_AL_7_06_12	Depth HFD_IF_4_02_25	Depth HFD_IF_4_03_11	Depth HFD_IF_6_05_12	Depth HFD_IF_6_05_22	Depth HFD_IF_7_06_12	Input_file_busco	Dataset_busco	Complete_busco	Single_busco	Duplicated_busco	Fragmented_busco	Missing_busco	n_markers_busco	Translation table_busco	Scaffold N50_busco	Contigs N50_busco	Percent gaps_busco	Number of scaffolds_busco	Name_checkm2	Completeness_checkm2	Contamination_checkm2	Completeness_Model_Used_checkm2	Translation_Table_Used_checkm2	Coding_Density_checkm2	Genome_Size_checkm2	Total_Coding_Sequences_checkm2	Name	Assembly_quast	# contigs (>= 0 bp)_quast	# contigs (>= 1000 bp)_quast	# contigs (>= 5000 bp)_quast	# contigs (>= 10000 bp)_quast	# contigs (>= 25000 bp)_quast	# contigs (>= 50000 bp)_quast	Total length (>= 0 bp)_quast	Total length (>= 1000 bp)_quast	Total length (>= 5000 bp)_quast	Total length (>= 10000 bp)_quast	Total length (>= 25000 bp)_quast	Total length (>= 50000 bp)_quast	# contigs_quast	Largest contig_quast	Total length_quast	GC (%)_quast	N50_quast	N75_quast	L50_quast	L75_quast	# N's per 100 kbp_quast	# predicted rRNA genes_quast	user_genome_gtdbtk	classification_gtdbtk	closest_genome_reference_gtdbtk	closest_genome_reference_radius_gtdbtk	closest_genome_taxonomy_gtdbtk	closest_genome_ani_gtdbtk	closest_genome_af_gtdbtk	closest_placement_reference_gtdbtk	closest_placement_radius_gtdbtk	closest_placement_taxonomy_gtdbtk	closest_placement_ani_gtdbtk	closest_placement_af_gtdbtk	pplacer_taxonomy_gtdbtk	classification_method_gtdbtk	note_gtdbtk	other_related_references(genome_id,species_name,radius,ANI,AF)_gtdbtk	msa_percent_gtdbtk	translation_table_gtdbtk	red_value_gtdbtk	warnings_gtdbtk
MEGAHIT-SemiBin2-group-IF_32.fa						7.46857	0.0	0.0	0.0	0.0	MEGAHIT-SemiBin2-group-IF_32.fa	bacteria_odb10	33.1	32.3	0.8	8.9	58.1	124	11	3279	3279	0.000%	533	MEGAHIT-SemiBin2-group-IF_32.fa	44.96	0.99	Gradient Boost (General Model)	11	0.922	1591689	1745	MEGAHIT-SemiBin2-group-IF_32	MEGAHIT-SemiBin2-group-IF_32.fa	533	533	55	5	0	0	1591689	1591689	370704	62467	0	0	533	14784	1591689	46.81	3279	2173	161	312	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_32.fa																			
MEGAHIT-SemiBin2-group-IF_326.fa						0.0	0.0	1.984675	0.616501	3.2439600000000004	MEGAHIT-SemiBin2-group-IF_326.fa	bacteria_odb10	4.0	4.0	0.0	5.6	90.3	124	11	2105	2105	0.000%	108	MEGAHIT-SemiBin2-group-IF_326.fa	8.33	0.0	Neural Network (Specific Model)	11	0.913	226379	284	MEGAHIT-SemiBin2-group-IF_326	MEGAHIT-SemiBin2-group-IF_326.fa	108	108	0	0	0	0	226379	226379	0	0	0	0	108	4544	226379	57.54	2105	1783	44	74	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_326.fa																			
MEGAHIT-SemiBin2-group-IF_329.fa						17.3217	0.990399	8.16883	9.59937	10.4109	MEGAHIT-SemiBin2-group-IF_329.fa	bacteria_odb10	0.8	0.8	0.0	0.8	98.4	124	11	23789	23789	0.000%	33	MEGAHIT-SemiBin2-group-IF_329.fa	8.54	0.0	Neural Network (Specific Model)	11	0.888	350393	366	MEGAHIT-SemiBin2-group-IF_329	MEGAHIT-SemiBin2-group-IF_329.fa	33	33	14	8	2	2	350393	350393	291008	246689	140560	140560	33	84952	350393	37.27	23789	8047	4	10	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_329.fa																			
MEGAHIT-SemiBin2-group-IF_33.fa						41.442	5.84921	69.54945000000001	9.33457	9.240185	MEGAHIT-SemiBin2-group-IF_33.fa	bacteria_odb10	91.9	89.5	2.4	3.2	4.8	124	11	18568	18568	0.000%	454	MEGAHIT-SemiBin2-group-IF_33.fa	92.99	6.84	Gradient Boost (General Model)	11	0.874	5127420	4761	MEGAHIT-SemiBin2-group-IF_33	MEGAHIT-SemiBin2-group-IF_33.fa	454	454	302	170	47	4	5127420	5127420	4668439	3694933	1773982	233882	454	66087	5127420	55.26	18568	9132	84	186	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_33.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp910585615	GCF_910585615.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp910585615	99.76	0.891							ani_screen	classification based on ANI only	GCA_948592185.1, s__Acetatifactor sp948592185, 95.0, 94.91, 0.519; GCA_947068385.1, s__Acetatifactor sp947068385, 95.0, 91.56, 0.431; GCA_947003375.1, s__Acetatifactor sp947003375, 95.0, 95.14, 0.6; GCA_948496895.1, s__Acetatifactor sp948496895, 95.0, 90.63, 0.327; GCF_910585425.1, s__Acetatifactor sp910585425, 95.85, 92.37, 0.444				
MEGAHIT-SemiBin2-group-IF_334.fa						0.0	0.0	1.913365	4.656405	5.73099	MEGAHIT-SemiBin2-group-IF_334.fa	bacteria_odb10	4.0	4.0	0.0	0.8	95.2	124	11	6430	6430	0.000%	50	MEGAHIT-SemiBin2-group-IF_334.fa	5.44	0.01	Neural Network (Specific Model)	11	0.876	208155	247	MEGAHIT-SemiBin2-group-IF_334	MEGAHIT-SemiBin2-group-IF_334.fa	50	50	11	4	0	0	208155	208155	117706	65098	0	0	50	19134	208155	48.78	6430	2677	9	23	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_334.fa																			
MEGAHIT-SemiBin2-group-IF_34.fa						17.623	10.1822	38.5964	13.6314	37.1657	MEGAHIT-SemiBin2-group-IF_34.fa	bacteria_odb10	86.3	83.1	3.2	4.8	8.9	124	11	20877	20877	0.000%	177	MEGAHIT-SemiBin2-group-IF_34.fa	94.7	3.56	Gradient Boost (General Model)	11	0.87	2326646	2276	MEGAHIT-SemiBin2-group-IF_34	MEGAHIT-SemiBin2-group-IF_34.fa	177	177	124	76	26	4	2326646	2326646	2151309	1817155	1035574	255494	177	82501	2326646	60.53	20877	11754	32	70	0.0	1 + 0 part	MEGAHIT-SemiBin2-group-IF_34.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp013316495	GCA_013316495.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp013316495	98.92	0.824							ani_screen	classification based on ANI only	GCA_021769525.1, s__Angelakisella sp021769525, 95.0, 87.67, 0.428				
MEGAHIT-SemiBin2-group-IF_342.fa						2.08525	0.159405	0.865907	12.8628	1.23462	MEGAHIT-SemiBin2-group-IF_342.fa	bacteria_odb10	4.0	4.0	0.0	0.8	95.2	124	11	4746	4746	0.000%	71	MEGAHIT-SemiBin2-group-IF_342.fa	7.22	0.0	Neural Network (Specific Model)	11	0.855	292853	339	MEGAHIT-SemiBin2-group-IF_342	MEGAHIT-SemiBin2-group-IF_342.fa	71	71	13	4	1	0	292853	292853	140813	74165	28162	0	71	28162	292853	41.82	4746	2767	15	34	0.0	2 + 2 part	MEGAHIT-SemiBin2-group-IF_342.fa																			
MEGAHIT-SemiBin2-group-IF_347.fa						0.0	0.0	24.1224	11.1241	15.7327	MEGAHIT-SemiBin2-group-IF_347.fa	bacteria_odb10	91.9	91.1	0.8	0.8	7.3	124	11	34346	34346	0.000%	93	MEGAHIT-SemiBin2-group-IF_347.fa	87.36	0.77	Neural Network (Specific Model)	11	0.863	2190114	2116	MEGAHIT-SemiBin2-group-IF_347	MEGAHIT-SemiBin2-group-IF_347.fa	93	93	79	69	32	10	2190114	2190114	2148186	2070707	1434841	679703	93	87644	2190114	55.04	34346	19754	21	42	0.0	0 + 2 part	MEGAHIT-SemiBin2-group-IF_347.fa	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalibaculum;s__Faecalibaculum rodentium	GCF_001564455.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalibaculum;s__Faecalibaculum rodentium	98.12	0.889							ani_screen	classification based on ANI only					
MEGAHIT-SemiBin2-group-IF_35.fa						2.92676	0.390795	1.65019	2.59021	2.84036	MEGAHIT-SemiBin2-group-IF_35.fa	bacteria_odb10	68.5	68.5	0.0	6.5	25.0	124	11	9175	9175	0.000%	391	MEGAHIT-SemiBin2-group-IF_35.fa	79.27	2.27	Gradient Boost (General Model)	11	0.889	2440424	2369	MEGAHIT-SemiBin2-group-IF_35	MEGAHIT-SemiBin2-group-IF_35.fa	391	391	152	60	10	0	2440424	2440424	1765704	1075343	343354	0	391	44036	2440424	50.72	9175	4384	76	166	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_35.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__QZDW01;s__QZDW01 sp009917545	GCA_009917545.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__QZDW01;s__QZDW01 sp009917545	99.63	0.958							ani_screen	classification based on ANI only					
MEGAHIT-SemiBin2-group-IF_351.fa						8.44799	6.224825	29.7075	11.76085	22.26375	MEGAHIT-SemiBin2-group-IF_351.fa	bacteria_odb10	40.3	36.3	4.0	4.0	55.6	124	11	32118	32118	0.000%	38	MEGAHIT-SemiBin2-group-IF_351.fa	19.97	0.98	Neural Network (Specific Model)	11	0.893	553693	568	MEGAHIT-SemiBin2-group-IF_351	MEGAHIT-SemiBin2-group-IF_351.fa	38	38	22	13	6	3	553693	553693	509390	442487	325421	225306	38	103273	553693	60.97	32118	15039	5	11	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_351.fa																			
MEGAHIT-SemiBin2-group-IF_36.fa						25.1587	5.82558	74.9885	28.2562	34.1816	MEGAHIT-SemiBin2-group-IF_36.fa	bacteria_odb10	1.6	1.6	0.0	1.6	96.8	124	11	6048	6048	0.000%	149	MEGAHIT-SemiBin2-group-IF_36.fa	12.78	1.91	Neural Network (Specific Model)	11	0.89	699786	884	MEGAHIT-SemiBin2-group-IF_36	MEGAHIT-SemiBin2-group-IF_36.fa	149	149	33	15	2	0	699786	699786	384088	261777	69279	0	149	36267	699786	54.18	6048	3004	27	70	0.0	4 + 2 part	MEGAHIT-SemiBin2-group-IF_36.fa																			
MEGAHIT-SemiBin2-group-IF_37.fa						2.86932	0.0	1.02941	4.34507	0.89782	MEGAHIT-SemiBin2-group-IF_37.fa	bacteria_odb10	62.1	62.1	0.0	8.1	29.8	124	11	5222	5222	0.000%	659	MEGAHIT-SemiBin2-group-IF_37.fa	73.27	2.29	Gradient Boost (General Model)	11	0.885	2789211	2739	MEGAHIT-SemiBin2-group-IF_37	MEGAHIT-SemiBin2-group-IF_37.fa	659	659	182	40	0	0	2789211	2789211	1473669	505103	0	0	659	19554	2789211	46.23	5222	3075	167	339	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_37.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp011958945	GCA_011958945.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp011958945	99.16	0.856							ani_screen	classification based on ANI only					
MEGAHIT-SemiBin2-group-IF_38.fa						1.9817	0.59596	19.3441	4.89069	10.1483	MEGAHIT-SemiBin2-group-IF_38.fa	bacteria_odb10	47.6	46.8	0.8	12.1	40.3	124	11	10468	10468	0.000%	285	MEGAHIT-SemiBin2-group-IF_38.fa	73.18	3.82	Gradient Boost (General Model)	11	0.883	1959186	2090	MEGAHIT-SemiBin2-group-IF_38	MEGAHIT-SemiBin2-group-IF_38.fa	285	285	131	60	9	0	1959186	1959186	1518688	1025631	297152	0	285	48216	1959186	62.59	10468	5607	56	122	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_38.fa																			
MEGAHIT-SemiBin2-group-IF_39.fa						21.18935	5.928235000000001	20.96955	12.6368	14.5495	MEGAHIT-SemiBin2-group-IF_39.fa	bacteria_odb10	4.8	4.8	0.0	2.4	92.7	124	11	10816	10816	0.000%	142	MEGAHIT-SemiBin2-group-IF_39.fa	21.45	0.55	Neural Network (Specific Model)	11	0.859	1047079	1217	MEGAHIT-SemiBin2-group-IF_39	MEGAHIT-SemiBin2-group-IF_39.fa	142	142	55	20	7	3	1047079	1047079	806981	555380	361679	223811	142	103608	1047079	53.88	10816	5449	18	51	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_39.fa																			
MEGAHIT-SemiBin2-group-IF_4.fa						0.5232064999999999	0.0	3.34888	1.511615	1.840095	MEGAHIT-SemiBin2-group-IF_4.fa	bacteria_odb10	20.2	19.4	0.8	14.5	65.3	124	11	2614	2614	0.000%	540	MEGAHIT-SemiBin2-group-IF_4.fa	40.14	0.44	Neural Network (Specific Model)	11	0.922	1392110	1481	MEGAHIT-SemiBin2-group-IF_4	MEGAHIT-SemiBin2-group-IF_4.fa	540	540	25	0	0	0	1392110	1392110	156169	0	0	0	540	9911	1392110	54.09	2614	1993	186	339	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_4.fa																			
MEGAHIT-SemiBin2-group-IF_40.fa						0.0	0.0	0.497936	1.23832	4.952500000000001	MEGAHIT-SemiBin2-group-IF_40.fa	bacteria_odb10	22.6	22.6	0.0	6.5	71.0	124	11	2718	2718	0.000%	236	MEGAHIT-SemiBin2-group-IF_40.fa	30.33	0.15	Neural Network (Specific Model)	11	0.867	637277	653	MEGAHIT-SemiBin2-group-IF_40	MEGAHIT-SemiBin2-group-IF_40.fa	236	236	16	1	0	0	637277	637277	111441	11114	0	0	236	11114	637277	55.54	2718	2016	75	144	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_40.fa																			
MEGAHIT-SemiBin2-group-IF_43.fa						30.841	3.3073	43.0016	15.8062	25.7803	MEGAHIT-SemiBin2-group-IF_43.fa	bacteria_odb10	56.5	56.5	0.0	6.5	37.1	124	11	10036	10036	0.000%	311	MEGAHIT-SemiBin2-group-IF_43.fa	70.16	2.82	Gradient Boost (General Model)	11	0.899	2190357	2075	MEGAHIT-SemiBin2-group-IF_43	MEGAHIT-SemiBin2-group-IF_43.fa	311	311	144	59	9	0	2190357	2190357	1707205	1101142	291985	0	311	46399	2190357	52.28	10036	5548	59	132	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_43.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp009774655	GCA_948750055.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp009774655	98.7	0.936							ani_screen	classification based on ANI only	GCA_947576945.1, s__UBA3282 sp947576945, 95.0, 90.94, 0.266; GCA_910578115.1, s__UBA3282 sp910578115, 95.0, 92.73, 0.357				
MEGAHIT-SemiBin2-group-IF_44.fa						7.37033	2.592955	0.0	0.0	0.0	MEGAHIT-SemiBin2-group-IF_44.fa	bacteria_odb10	78.2	77.4	0.8	2.4	19.4	124	11	4950	4950	0.000%	304	MEGAHIT-SemiBin2-group-IF_44.fa	79.09	0.84	Gradient Boost (General Model)	11	0.916	1228366	1332	MEGAHIT-SemiBin2-group-IF_44	MEGAHIT-SemiBin2-group-IF_44.fa	304	304	74	16	1	0	1228366	1228366	605846	225917	28005	0	304	28005	1228366	39.6	4950	2828	76	158	0.0	1 + 0 part	MEGAHIT-SemiBin2-group-IF_44.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp910577215	GCA_910577215.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp910577215	99.24	0.905							ani_screen	classification based on ANI only					
MEGAHIT-SemiBin2-group-IF_45.fa						0.875332	0.433389	21.5292	9.74142	7.87903	MEGAHIT-SemiBin2-group-IF_45.fa	bacteria_odb10	75.8	61.3	14.5	7.3	16.9	124	11	12909	12909	0.000%	285	MEGAHIT-SemiBin2-group-IF_45.fa	78.98	5.34	Gradient Boost (General Model)	11	0.858	2430155	2510	MEGAHIT-SemiBin2-group-IF_45	MEGAHIT-SemiBin2-group-IF_45.fa	285	285	160	76	12	1	2430155	2430155	2057421	1460265	440207	86657	285	86657	2430155	62.01	12909	6750	55	120	0.0	1 + 0 part	MEGAHIT-SemiBin2-group-IF_45.fa																			
MEGAHIT-SemiBin2-group-IF_47.fa						0.0	0.0	3.42231	1.48613	1.56706	MEGAHIT-SemiBin2-group-IF_47.fa	bacteria_odb10	26.6	25.0	1.6	8.1	65.3	124	11	2770	2770	0.000%	749	MEGAHIT-SemiBin2-group-IF_47.fa	44.07	7.04	Neural Network (Specific Model)	11	0.881	2032254	2208	MEGAHIT-SemiBin2-group-IF_47	MEGAHIT-SemiBin2-group-IF_47.fa	749	749	50	4	0	0	2032254	2032254	346055	42380	0	0	749	10820	2032254	64.92	2770	1992	238	456	0.0	0 + 1 part	MEGAHIT-SemiBin2-group-IF_47.fa																			
MEGAHIT-SemiBin2-group-IF_48.fa						25.6728	1.26787	16.57	13.1071	11.7782	MEGAHIT-SemiBin2-group-IF_48.fa	bacteria_odb10	29.8	29.8	0.0	5.6	64.5	124	11	11144	11144	0.000%	185	MEGAHIT-SemiBin2-group-IF_48.fa	25.41	0.51	Neural Network (Specific Model)	11	0.875	1292238	1314	MEGAHIT-SemiBin2-group-IF_48	MEGAHIT-SemiBin2-group-IF_48.fa	185	185	89	41	3	1	1292238	1292238	1015891	696435	124844	64639	185	64639	1292238	48.99	11144	5207	37	80	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_48.fa																			
MEGAHIT-SemiBin2-group-IF_49.fa						24.0137	14.9401	34.7073	16.3781	28.3432	MEGAHIT-SemiBin2-group-IF_49.fa	bacteria_odb10	79.8	64.5	15.3	4.8	15.3	124	11	38164	38164	0.000%	127	MEGAHIT-SemiBin2-group-IF_49.fa	86.0	4.02	Gradient Boost (General Model)	11	0.873	2719290	2642	MEGAHIT-SemiBin2-group-IF_49	MEGAHIT-SemiBin2-group-IF_49.fa	127	127	92	71	41	16	2719290	2719290	2625332	2481994	1956451	1097544	127	114181	2719290	61.43	38164	22249	23	45	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_49.fa																			
MEGAHIT-SemiBin2-group-IF_5.fa						5.330325	0.0	0.125406	1.345855	0.1995005	MEGAHIT-SemiBin2-group-IF_5.fa	bacteria_odb10	0.0	0.0	0.0	0.8	99.2	124	11	2307	2307	0.000%	140	MEGAHIT-SemiBin2-group-IF_5.fa	4.26	0.0	Neural Network (Specific Model)	11	0.86	324295	438	MEGAHIT-SemiBin2-group-IF_5	MEGAHIT-SemiBin2-group-IF_5.fa	140	140	2	1	0	0	324295	324295	16127	10897	0	0	140	10897	324295	44.07	2307	1799	50	91	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_5.fa																			
MEGAHIT-SemiBin2-group-IF_50.fa						28.7424	12.3855	42.6798	14.32	24.582	MEGAHIT-SemiBin2-group-IF_50.fa	bacteria_odb10	87.9	77.4	10.5	4.0	8.1	124	11	29376	29376	0.000%	231	MEGAHIT-SemiBin2-group-IF_50.fa	90.83	10.38	Gradient Boost (General Model)	11	0.874	3735999	3616	MEGAHIT-SemiBin2-group-IF_50	MEGAHIT-SemiBin2-group-IF_50.fa	231	231	160	108	53	14	3735999	3735999	3530830	3144077	2232520	933567	231	103647	3735999	61.32	29376	15732	40	82	0.0	2 + 0 part	MEGAHIT-SemiBin2-group-IF_50.fa																			
MEGAHIT-SemiBin2-group-IF_52.fa						4.66571	0.865735	0.235394	0.324774	0.162955	MEGAHIT-SemiBin2-group-IF_52.fa	bacteria_odb10	2.4	2.4	0.0	2.4	95.2	124	11	2553	2553	0.000%	293	MEGAHIT-SemiBin2-group-IF_52.fa	12.88	0.05	Neural Network (Specific Model)	11	0.874	739990	1021	MEGAHIT-SemiBin2-group-IF_52	MEGAHIT-SemiBin2-group-IF_52.fa	293	293	12	1	0	0	739990	739990	80377	11383	0	0	293	11383	739990	53.77	2553	1890	100	184	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_52.fa																			
MEGAHIT-SemiBin2-group-IF_53.fa						3.705445	0.1491815	0.546401	3.113115	0.6900175	MEGAHIT-SemiBin2-group-IF_53.fa	bacteria_odb10	76.6	75.0	1.6	8.9	14.5	124	11	6437	6437	0.000%	362	MEGAHIT-SemiBin2-group-IF_53.fa	82.68	1.18	Gradient Boost (General Model)	11	0.888	1706929	1732	MEGAHIT-SemiBin2-group-IF_53	MEGAHIT-SemiBin2-group-IF_53.fa	362	362	105	33	5	0	1706929	1706929	1027374	522766	151651	0	362	35630	1706929	48.05	6437	3376	75	169	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_53.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__Avispirillum;s__Avispirillum sp011957885	GCA_947573405.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__Avispirillum;s__Avispirillum sp011957885	99.44	0.835							ani_screen	classification based on ANI only	GCA_947652805.1, s__Avispirillum sp947652805, 95.0, 86.09, 0.247; GCA_949451655.1, s__Avispirillum sp949451655, 95.0, 91.32, 0.551; GCA_949878535.1, s__Avispirillum sp949878535, 95.0, 90.5, 0.436				
MEGAHIT-SemiBin2-group-IF_54.fa						0.279764	0.640771	3.58981	2.42017	1.87926	MEGAHIT-SemiBin2-group-IF_54.fa	bacteria_odb10	35.5	35.5	0.0	12.9	51.6	124	11	3788	3788	0.000%	521	MEGAHIT-SemiBin2-group-IF_54.fa	48.26	0.73	Gradient Boost (General Model)	11	0.923	1799451	1851	MEGAHIT-SemiBin2-group-IF_54	MEGAHIT-SemiBin2-group-IF_54.fa	521	521	81	12	0	0	1799451	1799451	607181	143602	0	0	521	13848	1799451	52.64	3788	2529	148	290	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_54.fa																			
MEGAHIT-SemiBin2-group-IF_55.fa						1.45995	1.35162	3.12272	1.3687	1.94795	MEGAHIT-SemiBin2-group-IF_55.fa	bacteria_odb10	42.7	41.1	1.6	12.9	44.4	124	11	3780	3780	0.000%	509	MEGAHIT-SemiBin2-group-IF_55.fa	56.3	2.27	Gradient Boost (General Model)	11	0.858	1743797	1849	MEGAHIT-SemiBin2-group-IF_55	MEGAHIT-SemiBin2-group-IF_55.fa	509	509	81	14	0	0	1743797	1743797	603637	159902	0	0	509	15270	1743797	63.62	3780	2470	143	285	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_55.fa																			
MEGAHIT-SemiBin2-group-IF_56.fa						1.702385	0.0917575	1.236075	2.774995	0.5357835	MEGAHIT-SemiBin2-group-IF_56.fa	bacteria_odb10	20.2	20.2	0.0	11.3	68.5	124	11	2442	2442	0.000%	486	MEGAHIT-SemiBin2-group-IF_56.fa	40.44	0.37	Neural Network (Specific Model)	11	0.936	1195114	1356	MEGAHIT-SemiBin2-group-IF_56	MEGAHIT-SemiBin2-group-IF_56.fa	486	486	16	0	0	0	1195114	1195114	96692	0	0	0	486	8576	1195114	50.9	2442	1965	175	311	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_56.fa																			
MEGAHIT-SemiBin2-group-IF_57.fa						0.0	0.0	4.38729	2.27695	5.4914	MEGAHIT-SemiBin2-group-IF_57.fa	bacteria_odb10	71.0	70.2	0.8	8.1	21.0	124	11	9525	9525	0.000%	347	MEGAHIT-SemiBin2-group-IF_57.fa	77.96	2.26	Gradient Boost (General Model)	11	0.904	2477656	2350	MEGAHIT-SemiBin2-group-IF_57	MEGAHIT-SemiBin2-group-IF_57.fa	347	347	189	76	4	0	2477656	2477656	1984567	1166337	128685	0	347	45426	2477656	55.52	9525	5844	84	167	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_57.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lientehia;s__Lientehia sp949740745	GCA_949740745.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lientehia;s__Lientehia sp949740745	98.36	0.83							ani_screen	classification based on ANI only	GCA_022800815.1, s__Lientehia sp022800815, 95.0, 85.01, 0.187; GCA_947066815.1, s__Lientehia sp947066815, 95.0, 86.28, 0.2; GCA_910587905.1, s__Lientehia sp910587905, 95.0, 85.28, 0.168				
MEGAHIT-SemiBin2-group-IF_59.fa						5.09465	0.123673	1.23051	9.38533	1.51047	MEGAHIT-SemiBin2-group-IF_59.fa	bacteria_odb10	96.0	95.2	0.8	1.6	2.4	124	11	22301	22301	0.000%	227	MEGAHIT-SemiBin2-group-IF_59.fa	86.74	0.0	Neural Network (Specific Model)	11	0.894	3151282	2879	MEGAHIT-SemiBin2-group-IF_59	MEGAHIT-SemiBin2-group-IF_59.fa	227	227	143	104	31	8	3151282	3151282	2906770	2610786	1446258	639057	227	116557	3151282	46.45	22301	12792	37	83	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_59.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Petralouisia;s__Petralouisia sp009774455	GCA_910585295.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Petralouisia;s__Petralouisia sp009774455	96.92	0.847							ani_screen	classification based on ANI only					
MEGAHIT-SemiBin2-group-IF_6.fa						4.094075	3.97639	3.86764	2.6818	0.4753455	MEGAHIT-SemiBin2-group-IF_6.fa	bacteria_odb10	58.1	58.1	0.0	14.5	27.4	124	11	8662	8662	0.000%	362	MEGAHIT-SemiBin2-group-IF_6.fa	76.58	3.81	Gradient Boost (General Model)	11	0.895	2304590	2460	MEGAHIT-SemiBin2-group-IF_6	MEGAHIT-SemiBin2-group-IF_6.fa	362	362	170	59	6	0	2304590	2304590	1737310	929126	181651	0	362	36514	2304590	61.08	8662	5102	84	169	0.0	0 + 0 part	MEGAHIT-SemiBin2-group-IF_6.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp910589085	GCA_910589085.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp910589085	98.89	0.823							ani_screen	classification based on ANI only	GCA_910585815.1, s__Lawsonibacter sp910585815, 95.0, 86.47, 0.171; GCA_949525845.1, s__Lawsonibacter sp949525845, 95.0, 87.22, 0.154; GCF_009911595.1, s__Lawsonibacter sp009911595, 95.0, 87.11, 0.164				
